TRIREDRAFT_102382	K01069
TRIREDRAFT_61550	K13181
TRIREDRAFT_61551	K03505
TRIREDRAFT_61553	K01621
TRIREDRAFT_61556	K11562
TRIREDRAFT_61570	K12601
TRIREDRAFT_61584	K10089
TRIREDRAFT_61588	K10426
TRIREDRAFT_61595	K02893
TRIREDRAFT_61677	K23451
TRIREDRAFT_61690	K00059
TRIREDRAFT_61692	K06678
TRIREDRAFT_61701	K00784
TRIREDRAFT_61705	K11155
TRIREDRAFT_61746	K05857
TRIREDRAFT_61750	K04713
TRIREDRAFT_61763	K08994
TRIREDRAFT_61765	K14213
TRIREDRAFT_61794	K01173
TRIREDRAFT_61804	K02911
TRIREDRAFT_61815	K03014
TRIREDRAFT_61819	K03357
TRIREDRAFT_61874	K16073
TRIREDRAFT_61893	K09880
TRIREDRAFT_61910	K00128
TRIREDRAFT_61912	K01267
TRIREDRAFT_61945	K10685
TRIREDRAFT_61948	K09580
TRIREDRAFT_61965	K12175
TRIREDRAFT_61971	K20304
TRIREDRAFT_62000	K08870
TRIREDRAFT_62003	K09613
TRIREDRAFT_62004	K04706
TRIREDRAFT_62026	K15151
TRIREDRAFT_62029	K12817
TRIREDRAFT_62034	K00077
TRIREDRAFT_62040	K06027
TRIREDRAFT_62057	K10841
TRIREDRAFT_62063	K11093
TRIREDRAFT_62071	K11339
TRIREDRAFT_62091	K00851
TRIREDRAFT_62120	K14290
TRIREDRAFT_62153	K00027
TRIREDRAFT_62165	K03381
TRIREDRAFT_62166	K01192
TRIREDRAFT_62168	K18932
TRIREDRAFT_62169	K02214
TRIREDRAFT_62172	K19564
TRIREDRAFT_62182	K05841
TRIREDRAFT_62199	K21547
TRIREDRAFT_62219	K03941
TRIREDRAFT_62225	K14833
TRIREDRAFT_62226	K11273
TRIREDRAFT_62232	K25058
TRIREDRAFT_62254	K07880
TRIREDRAFT_62271	K00621
TRIREDRAFT_62285	K14708
TRIREDRAFT_62301	K08737
TRIREDRAFT_62305	K11718
TRIREDRAFT_62335	K01265
TRIREDRAFT_62345	K03259
TRIREDRAFT_62352	K11805
TRIREDRAFT_62362	K01537
TRIREDRAFT_62367	K00387
TRIREDRAFT_62380	K08139
TRIREDRAFT_62389	K11353
TRIREDRAFT_62426	K05767
TRIREDRAFT_62470	K02355
TRIREDRAFT_62477	K12184
TRIREDRAFT_62480	K15100
TRIREDRAFT_62493	K11756
TRIREDRAFT_62548	K28059
TRIREDRAFT_62563	K05291
TRIREDRAFT_62576	K14333
TRIREDRAFT_62581	K01053
TRIREDRAFT_62613	K09506
TRIREDRAFT_62634	K03358
TRIREDRAFT_62643	K23010
TRIREDRAFT_62676	K12180
TRIREDRAFT_62685	K20293
TRIREDRAFT_62693	K05658
TRIREDRAFT_62704	K01183
TRIREDRAFT_62706	K17550
TRIREDRAFT_62711	K14209
TRIREDRAFT_62716	K14686
TRIREDRAFT_62718	K06688
TRIREDRAFT_62721	K02994
TRIREDRAFT_62747	K08157
TRIREDRAFT_62769	K17866
TRIREDRAFT_62780	K07055
TRIREDRAFT_62820	K02877
TRIREDRAFT_62821	K14328
TRIREDRAFT_62835	K07300
TRIREDRAFT_62871	K19785
TRIREDRAFT_62872	K07034
TRIREDRAFT_62886	K15218
TRIREDRAFT_62914	K03537
TRIREDRAFT_62929	K18173
TRIREDRAFT_62985	K24279
TRIREDRAFT_62986	K08955
TRIREDRAFT_63006	K01092
TRIREDRAFT_63038	K03023
TRIREDRAFT_63047	K08739
TRIREDRAFT_63088	K15560
TRIREDRAFT_63092	K00875
TRIREDRAFT_63102	K05756
TRIREDRAFT_63145	K08192
TRIREDRAFT_63159	K17608
TRIREDRAFT_63163	K13117
TRIREDRAFT_63173	K22940
TRIREDRAFT_63180	K00818
TRIREDRAFT_63200	K10884
TRIREDRAFT_63206	K14713
TRIREDRAFT_63272	K22074
TRIREDRAFT_63293	K23336
TRIREDRAFT_63328	K07441
TRIREDRAFT_63341	K03857
TRIREDRAFT_63347	K00888
TRIREDRAFT_63354	K00953
TRIREDRAFT_63378	K02619
TRIREDRAFT_63379	K25815
TRIREDRAFT_63395	K18694
TRIREDRAFT_63397	K00459
TRIREDRAFT_63398	K23010
TRIREDRAFT_63419	K15429
TRIREDRAFT_63441	K17768
TRIREDRAFT_63442	K11324
TRIREDRAFT_63454	K02209
TRIREDRAFT_63503	K15507
TRIREDRAFT_63507	K19177
TRIREDRAFT_63542	K12871
TRIREDRAFT_63547	K03015
TRIREDRAFT_63624	K12826
TRIREDRAFT_63632	K11663
TRIREDRAFT_63657	K08968
TRIREDRAFT_63678	K15178
TRIREDRAFT_63702	K10625
TRIREDRAFT_63703	K21232
TRIREDRAFT_63742	K28034
TRIREDRAFT_63751	K03064
TRIREDRAFT_63754	K08486
TRIREDRAFT_63756	K20103
TRIREDRAFT_63772	K11761
TRIREDRAFT_63774	K14538
TRIREDRAFT_63780	K17792
TRIREDRAFT_63815	K18466
TRIREDRAFT_63828	K03847
TRIREDRAFT_63882	K05605
TRIREDRAFT_63889	K19572
TRIREDRAFT_63919	K01758
TRIREDRAFT_63935	K01870
TRIREDRAFT_63937	K07204
TRIREDRAFT_63946	K05293
TRIREDRAFT_63966	K08139
TRIREDRAFT_63967	K05283
TRIREDRAFT_63972	K18188
TRIREDRAFT_64000	K12857
TRIREDRAFT_64009	K25201
TRIREDRAFT_64018	K11213
TRIREDRAFT_64023	K14026
TRIREDRAFT_64029	K01930
TRIREDRAFT_64065	K10761
TRIREDRAFT_64111	K22803
TRIREDRAFT_64117	K03648
TRIREDRAFT_64125	K02515
TRIREDRAFT_64130	K22733
TRIREDRAFT_64138	K14961
TRIREDRAFT_64179	K10419
TRIREDRAFT_64193	K01301
TRIREDRAFT_64196	K08286
TRIREDRAFT_64249	K06287
TRIREDRAFT_64288	K15045
TRIREDRAFT_64295	K20405
TRIREDRAFT_64298	K10398
TRIREDRAFT_64308	K17714
TRIREDRAFT_64318	K14796
TRIREDRAFT_64327	K01868
TRIREDRAFT_64330	K00463
TRIREDRAFT_64332	K20302
TRIREDRAFT_64345	K01969
TRIREDRAFT_64347	K17560
TRIREDRAFT_64372	K17878
TRIREDRAFT_64375	K01210
TRIREDRAFT_64385	K00861
TRIREDRAFT_64397	K12349
TRIREDRAFT_64420	K14552
TRIREDRAFT_64469	K01253
TRIREDRAFT_64485	K12189
TRIREDRAFT_64543	K05284
TRIREDRAFT_64561	K23490
TRIREDRAFT_64600	K12667
TRIREDRAFT_64608	K24765
TRIREDRAFT_64617	K24758
TRIREDRAFT_64642	K02830
TRIREDRAFT_64644	K20524
TRIREDRAFT_64654	K20178
TRIREDRAFT_64658	K13344
TRIREDRAFT_64676	K20794
TRIREDRAFT_64680	K06062
TRIREDRAFT_64684	K10751
TRIREDRAFT_64704	K25162
TRIREDRAFT_64752	K03007
TRIREDRAFT_64784	K27389
TRIREDRAFT_64790	K07034
TRIREDRAFT_64794	K13122
TRIREDRAFT_64818	K15119
TRIREDRAFT_64820	K14788
TRIREDRAFT_64832	K20813
TRIREDRAFT_64836	K12451
TRIREDRAFT_64906	K22277
TRIREDRAFT_64919	K28028
TRIREDRAFT_64925	K22721
TRIREDRAFT_64938	K14819
TRIREDRAFT_64956	K15303
TRIREDRAFT_64971	K16261
TRIREDRAFT_64996	K01501
TRIREDRAFT_65033	K27290
TRIREDRAFT_65037	K01507
TRIREDRAFT_65055	K13076
TRIREDRAFT_65085	K22134
TRIREDRAFT_65096	K00784
TRIREDRAFT_65104	K19525
TRIREDRAFT_65106	K01501
TRIREDRAFT_65107	K07824
TRIREDRAFT_65128	K08073
TRIREDRAFT_65142	K00128
TRIREDRAFT_65147	K06974
TRIREDRAFT_65156	K05986
TRIREDRAFT_65179	K01756
TRIREDRAFT_65191	K08141
TRIREDRAFT_65198	K19562
TRIREDRAFT_65200	K12198
TRIREDRAFT_65209	K20858
TRIREDRAFT_65214	K22857
TRIREDRAFT_65225	K14768
TRIREDRAFT_65295	K00600
TRIREDRAFT_65324	K22684
TRIREDRAFT_65380	K01230
TRIREDRAFT_65410	K00390
TRIREDRAFT_65411	K00767
TRIREDRAFT_65433	K17738
TRIREDRAFT_65437	K13115
TRIREDRAFT_65447	K13123
TRIREDRAFT_65452	K01079
TRIREDRAFT_65493	K08141
TRIREDRAFT_65508	K03841
TRIREDRAFT_65530	K14416
TRIREDRAFT_65533	K11484
TRIREDRAFT_65547	K12661
TRIREDRAFT_65553	K10576
TRIREDRAFT_65559	K03942
TRIREDRAFT_65588	K18337
TRIREDRAFT_65591	K03029
TRIREDRAFT_65607	K17887
TRIREDRAFT_65615	K14864
TRIREDRAFT_65623	K07342
TRIREDRAFT_65640	K03012
TRIREDRAFT_65646	K05528
TRIREDRAFT_65671	K02309
TRIREDRAFT_65672	K22132
TRIREDRAFT_65685	K04486
TRIREDRAFT_65717	K03946
TRIREDRAFT_65735	K01372
TRIREDRAFT_65736	K03786
TRIREDRAFT_65768	K15338
TRIREDRAFT_65816	K03859
TRIREDRAFT_65817	K13690
TRIREDRAFT_65821	K17908
TRIREDRAFT_65873	K04345
TRIREDRAFT_65880	K05012
TRIREDRAFT_65882	K18339
TRIREDRAFT_65895	K15153
TRIREDRAFT_65915	K08192
TRIREDRAFT_65921	K01968
TRIREDRAFT_65926	K07478
TRIREDRAFT_65948	K06911
TRIREDRAFT_65971	K26400
TRIREDRAFT_65977	K20409
TRIREDRAFT_65982	K19951
TRIREDRAFT_65986	K07407
TRIREDRAFT_65996	K27164
TRIREDRAFT_65997	K12733
TRIREDRAFT_66012	K12883
TRIREDRAFT_66041	K01183
TRIREDRAFT_66075	K24730
TRIREDRAFT_66091	K03141
TRIREDRAFT_66128	K06640
TRIREDRAFT_66132	K13339
TRIREDRAFT_66136	K03350
TRIREDRAFT_66141	K20181
TRIREDRAFT_66154	K14823
TRIREDRAFT_66183	K01288
TRIREDRAFT_66222	K19787
TRIREDRAFT_66228	K06901
TRIREDRAFT_66270	K09313
TRIREDRAFT_66294	K19386
TRIREDRAFT_66296	K02685
TRIREDRAFT_66308	K08783
TRIREDRAFT_66324	K01054
TRIREDRAFT_66345	K04564
TRIREDRAFT_66394	K10981
TRIREDRAFT_66405	K03130
TRIREDRAFT_66432	K00799
TRIREDRAFT_66433	K17972
TRIREDRAFT_66436	K14563
TRIREDRAFT_66474	K25829
TRIREDRAFT_66480	K07208
TRIREDRAFT_66486	K10405
TRIREDRAFT_66524	K22069
TRIREDRAFT_66541	K01637
TRIREDRAFT_66550	K08853
TRIREDRAFT_66604	K01062
TRIREDRAFT_66606	K21547
TRIREDRAFT_66608	K01282
TRIREDRAFT_66611	K16261
TRIREDRAFT_66662	K18102
TRIREDRAFT_66687	K00737
TRIREDRAFT_66689	K19572
TRIREDRAFT_66695	K23564
TRIREDRAFT_66702	K17508
TRIREDRAFT_66707	K02738
TRIREDRAFT_66792	K01199
TRIREDRAFT_66804	K13690
TRIREDRAFT_66814	K03848
TRIREDRAFT_66819	K16261
TRIREDRAFT_66827	K13953
TRIREDRAFT_66832	K05349
TRIREDRAFT_66844	K05288
TRIREDRAFT_66877	K04075
TRIREDRAFT_66881	K14311
TRIREDRAFT_66888	K10968
TRIREDRAFT_66895	K03678
TRIREDRAFT_66913	K00914
TRIREDRAFT_66926	K14310
TRIREDRAFT_66928	K04728
TRIREDRAFT_66935	K01613
TRIREDRAFT_66950	K12776
TRIREDRAFT_66958	K15111
TRIREDRAFT_66960	K07512
TRIREDRAFT_66963	K08157
TRIREDRAFT_66966	K15361
TRIREDRAFT_66985	K20410
TRIREDRAFT_66999	K22149
TRIREDRAFT_67003	K13501
TRIREDRAFT_67010	K04709
TRIREDRAFT_67013	K03781
TRIREDRAFT_67030	K15285
TRIREDRAFT_67052	K18666
TRIREDRAFT_67053	K11853
TRIREDRAFT_67057	K11414
TRIREDRAFT_67079	K14522
TRIREDRAFT_67109	K22151
TRIREDRAFT_67116	K07952
TRIREDRAFT_67130	K11373
TRIREDRAFT_67174	K02607
TRIREDRAFT_67189	K22152
TRIREDRAFT_67205	K00685
TRIREDRAFT_67215	K00948
TRIREDRAFT_67217	K22063
TRIREDRAFT_67272	K21991
TRIREDRAFT_67281	K24155
TRIREDRAFT_67290	K01626
TRIREDRAFT_67295	K17797
TRIREDRAFT_67300	K07766
TRIREDRAFT_67325	K14559
TRIREDRAFT_67366	K02888
TRIREDRAFT_67382	K08501
TRIREDRAFT_67420	K08341
TRIREDRAFT_67446	K01733
TRIREDRAFT_67448	K08657
TRIREDRAFT_67467	K11274
TRIREDRAFT_67469	K08141
TRIREDRAFT_67473	K18749
TRIREDRAFT_67476	K03143
TRIREDRAFT_67484	K01490
TRIREDRAFT_67493	K04711
TRIREDRAFT_67494	K00226
TRIREDRAFT_67507	K01046
TRIREDRAFT_67523	K00968
TRIREDRAFT_67527	K08991
TRIREDRAFT_67534	K06276
TRIREDRAFT_67538	K03781
TRIREDRAFT_67541	K08141
TRIREDRAFT_67546	K22075
TRIREDRAFT_67557	K09578
TRIREDRAFT_67562	K14709
TRIREDRAFT_67595	K08329
TRIREDRAFT_67600	K00698
TRIREDRAFT_67607	K15303
TRIREDRAFT_67642	K25043
TRIREDRAFT_67658	K03575
TRIREDRAFT_67692	K08157
TRIREDRAFT_67707	K04709
TRIREDRAFT_67757	K10253
TRIREDRAFT_67806	K16261
TRIREDRAFT_67840	K14769
TRIREDRAFT_67844	K08257
TRIREDRAFT_67859	K01876
TRIREDRAFT_67882	K03574
TRIREDRAFT_67923	K21249
TRIREDRAFT_67929	K01493
TRIREDRAFT_67957	K10842
TRIREDRAFT_67982	K03114
TRIREDRAFT_67988	K21804
TRIREDRAFT_68022	K00804
TRIREDRAFT_68036	K01739
TRIREDRAFT_68058	K23093
TRIREDRAFT_68068	K17776
TRIREDRAFT_68072	K01247
TRIREDRAFT_68097	K09265
TRIREDRAFT_68107	K02983
TRIREDRAFT_68110	K02219
TRIREDRAFT_68122	K08192
TRIREDRAFT_68130	K19366
TRIREDRAFT_68154	K09142
TRIREDRAFT_68169	K07300
TRIREDRAFT_68207	K26171
TRIREDRAFT_68212	K07297
TRIREDRAFT_68230	K01469
TRIREDRAFT_68254	K09248
TRIREDRAFT_68291	K04070
TRIREDRAFT_68304	K03035
TRIREDRAFT_68326	K14312
TRIREDRAFT_68347	K01183
TRIREDRAFT_68364	K20872
TRIREDRAFT_68371	K08869
TRIREDRAFT_68412	K04718
TRIREDRAFT_68438	K23335
TRIREDRAFT_68444	K17623
TRIREDRAFT_68466	K00863
TRIREDRAFT_68479	K20792
TRIREDRAFT_68492	K20465
TRIREDRAFT_68522	K19572
TRIREDRAFT_68571	K08900
TRIREDRAFT_68582	K14679
TRIREDRAFT_68585	K01808
TRIREDRAFT_68590	K13953
TRIREDRAFT_68605	K15430
TRIREDRAFT_68606	K01803
TRIREDRAFT_68608	K03146
TRIREDRAFT_68636	K02948
TRIREDRAFT_68728	K05355
TRIREDRAFT_68729	K25129
TRIREDRAFT_68813	K08192
TRIREDRAFT_68843	K01824
TRIREDRAFT_68869	K08192
TRIREDRAFT_68875	K06675
TRIREDRAFT_68909	K02976
TRIREDRAFT_68924	K00574
TRIREDRAFT_68926	K20121
TRIREDRAFT_68941	K00799
TRIREDRAFT_68956	K00273
TRIREDRAFT_68966	K01598
TRIREDRAFT_68973	K22390
TRIREDRAFT_69035	K00967
TRIREDRAFT_69068	K24348
TRIREDRAFT_69081	K00101
TRIREDRAFT_69118	K11364
TRIREDRAFT_69122	K04712
TRIREDRAFT_69123	K08257
TRIREDRAFT_69179	K08869
TRIREDRAFT_69211	K03854
TRIREDRAFT_69217	K02202
TRIREDRAFT_69224	K15071
TRIREDRAFT_69245	K01192
TRIREDRAFT_69257	K01409
TRIREDRAFT_69267	K24134
TRIREDRAFT_69288	K14528
TRIREDRAFT_69290	K13278
TRIREDRAFT_69291	K17877
TRIREDRAFT_69349	K09173
TRIREDRAFT_69362	K19219
TRIREDRAFT_69381	K13118
TRIREDRAFT_69399	K02952
TRIREDRAFT_69423	K13102
TRIREDRAFT_69425	K22745
TRIREDRAFT_69426	K01266
TRIREDRAFT_69437	K06659
TRIREDRAFT_69494	K11592
TRIREDRAFT_69496	K07760
TRIREDRAFT_69557	K01207
TRIREDRAFT_69563	K03448
TRIREDRAFT_69625	K16639
TRIREDRAFT_69652	K23319
TRIREDRAFT_69656	K17656
TRIREDRAFT_69700	K01205
TRIREDRAFT_69712	K08192
TRIREDRAFT_69736	K22276
TRIREDRAFT_69751	K03380
TRIREDRAFT_69753	K01488
TRIREDRAFT_69757	K01056
TRIREDRAFT_69793	K06634
TRIREDRAFT_69811	K00681
TRIREDRAFT_69834	K08192
TRIREDRAFT_69838	K07565
TRIREDRAFT_69840	K17742
TRIREDRAFT_69853	K09291
TRIREDRAFT_69858	K18693
TRIREDRAFT_69863	K01426
TRIREDRAFT_69868	K03854
TRIREDRAFT_69933	K10887
TRIREDRAFT_69944	K01811
TRIREDRAFT_69946	K22148
TRIREDRAFT_69957	K08141
TRIREDRAFT_69960	K11293
TRIREDRAFT_69975	K15272
TRIREDRAFT_69998	K10847
TRIREDRAFT_70017	K02965
TRIREDRAFT_70035	K03843
TRIREDRAFT_70040	K14050
TRIREDRAFT_70076	K07756
TRIREDRAFT_70084	K10865
TRIREDRAFT_70098	K19564
TRIREDRAFT_70139	K07297
TRIREDRAFT_70175	K07107
TRIREDRAFT_70186	K01213
TRIREDRAFT_70218	K12604
TRIREDRAFT_70251	K04705
TRIREDRAFT_70266	K04563
TRIREDRAFT_70305	K03267
TRIREDRAFT_70341	K01233
TRIREDRAFT_70349	K03448
TRIREDRAFT_70373	K09704
TRIREDRAFT_70375	K01426
TRIREDRAFT_70488	K03564
TRIREDRAFT_70517	K24664
TRIREDRAFT_70527	K13333
TRIREDRAFT_70532	K13511
TRIREDRAFT_70546	K14376
TRIREDRAFT_70548	K03099
TRIREDRAFT_70560	K08576
TRIREDRAFT_70600	K03781
TRIREDRAFT_70644	K06316
TRIREDRAFT_70646	K17842
TRIREDRAFT_70703	K08744
TRIREDRAFT_70736	K21848
TRIREDRAFT_70750	K02153
TRIREDRAFT_70772	K05294
TRIREDRAFT_70778	K10858
TRIREDRAFT_70795	K03243
TRIREDRAFT_70800	K01417
TRIREDRAFT_70803	K03782
TRIREDRAFT_70811	K03361
TRIREDRAFT_70816	K01444
TRIREDRAFT_70823	K05292
TRIREDRAFT_70830	K08157
TRIREDRAFT_70859	K01426
TRIREDRAFT_70860	K08192
TRIREDRAFT_70875	K08866
TRIREDRAFT_70933	K08192
TRIREDRAFT_70943	K11231
TRIREDRAFT_70960	K21053
TRIREDRAFT_70962	K01279
TRIREDRAFT_70972	K08158
TRIREDRAFT_70988	K00485
TRIREDRAFT_70998	K19564
TRIREDRAFT_71005	K22152
TRIREDRAFT_71010	K05658
TRIREDRAFT_71019	K27537
TRIREDRAFT_71021	K24083
TRIREDRAFT_71029	K14686
TRIREDRAFT_71039	K00452
TRIREDRAFT_71050	K19589
TRIREDRAFT_71059	K08192
TRIREDRAFT_71078	K08794
TRIREDRAFT_71092	K21403
TRIREDRAFT_71245	K01183
TRIREDRAFT_71259	K14675
TRIREDRAFT_71284	K24826
TRIREDRAFT_71304	K02924
TRIREDRAFT_71315	K19833
TRIREDRAFT_71343	K02267
TRIREDRAFT_71363	K03235
TRIREDRAFT_71374	K18468
TRIREDRAFT_71380	K00021
TRIREDRAFT_71410	K03262
TRIREDRAFT_71468	K07466
TRIREDRAFT_71532	K08254
TRIREDRAFT_71554	K19355
TRIREDRAFT_71559	K03263
TRIREDRAFT_71563	K00698
TRIREDRAFT_71649	K05545
TRIREDRAFT_71655	K00223
TRIREDRAFT_71759	K01866
TRIREDRAFT_71783	K04567
TRIREDRAFT_71791	K14567
TRIREDRAFT_71970	K05857
TRIREDRAFT_71994	K04649
TRIREDRAFT_72012	K00750
TRIREDRAFT_72086	K01293
TRIREDRAFT_72108	K10848
TRIREDRAFT_72158	K06672
TRIREDRAFT_72287	K15331
TRIREDRAFT_72459	K00889
TRIREDRAFT_72521	K15171
TRIREDRAFT_72526	K01235
TRIREDRAFT_72549	K03186
TRIREDRAFT_72567	K19668
TRIREDRAFT_72606	K03178
TRIREDRAFT_72612	K01293
TRIREDRAFT_72615	K04567
TRIREDRAFT_72632	K07407
TRIREDRAFT_72643	K01940
TRIREDRAFT_72685	K00033
TRIREDRAFT_72694	K10428
TRIREDRAFT_72788	K27841
TRIREDRAFT_72796	K17617
TRIREDRAFT_72896	K09658
TRIREDRAFT_72918	K02884
TRIREDRAFT_72922	K19564
TRIREDRAFT_72941	K01549
TRIREDRAFT_73099	K15255
TRIREDRAFT_73134	K16055
TRIREDRAFT_73179	K08254
TRIREDRAFT_73190	K02350
TRIREDRAFT_73231	K02914
TRIREDRAFT_73235	K06013
TRIREDRAFT_73248	K01210
TRIREDRAFT_73250	K20989
TRIREDRAFT_73256	K01180
TRIREDRAFT_73450	K02975
TRIREDRAFT_73501	K06671
TRIREDRAFT_73504	K11109
TRIREDRAFT_73511	K00858
TRIREDRAFT_73517	K27960
TRIREDRAFT_73525	K18423
TRIREDRAFT_73536	K00262
TRIREDRAFT_73560	K14772
TRIREDRAFT_73564	K02727
TRIREDRAFT_73570	K14319
TRIREDRAFT_73571	K00413
TRIREDRAFT_73574	K03061
TRIREDRAFT_73632	K05972
TRIREDRAFT_73646	K02212
TRIREDRAFT_73647	K20472
TRIREDRAFT_73665	K00844
TRIREDRAFT_73678	K08054
TRIREDRAFT_73690	K26404
TRIREDRAFT_73697	K02141
TRIREDRAFT_73733	K09500
TRIREDRAFT_73760	K17775
TRIREDRAFT_73764	K15014
TRIREDRAFT_73765	K02925
TRIREDRAFT_73774	K01895
TRIREDRAFT_73778	K10756
TRIREDRAFT_73783	K03687
TRIREDRAFT_73790	K02135
TRIREDRAFT_73809	K01408
TRIREDRAFT_73818	K03781
TRIREDRAFT_73823	K03094
TRIREDRAFT_73832	K27899
TRIREDRAFT_73837	K03265
TRIREDRAFT_73840	K02938
TRIREDRAFT_73842	K00856
TRIREDRAFT_73846	K03950
TRIREDRAFT_73853	K00326
TRIREDRAFT_73862	K26736
TRIREDRAFT_73873	K00931
TRIREDRAFT_73876	K18156
TRIREDRAFT_73881	K10268
TRIREDRAFT_73895	K18738
TRIREDRAFT_73897	K01312
TRIREDRAFT_73903	K01057
TRIREDRAFT_73912	K18160
TRIREDRAFT_73918	K15264
TRIREDRAFT_73924	K05658
TRIREDRAFT_73934	K01653
TRIREDRAFT_73937	K00611
TRIREDRAFT_73961	K08997
TRIREDRAFT_73967	K05765
TRIREDRAFT_73975	K13099
TRIREDRAFT_73985	K02947
TRIREDRAFT_74020	K13421
TRIREDRAFT_74026	K00999
TRIREDRAFT_74030	K19708
TRIREDRAFT_74047	K10807
TRIREDRAFT_74054	K06110
TRIREDRAFT_74070	K16261
TRIREDRAFT_74080	K01918
TRIREDRAFT_74086	K24767
TRIREDRAFT_74099	K13119
TRIREDRAFT_74103	K00799
TRIREDRAFT_74118	K16365
TRIREDRAFT_74122	K00849
TRIREDRAFT_74123	K01652
TRIREDRAFT_74158	K14859
TRIREDRAFT_74162	K14777
TRIREDRAFT_74163	K19881
TRIREDRAFT_74168	K00721
TRIREDRAFT_74172	K20309
TRIREDRAFT_74194	K17742
TRIREDRAFT_74223	K01181
TRIREDRAFT_74228	K22993
TRIREDRAFT_74233	K12613
TRIREDRAFT_74235	K10808
TRIREDRAFT_74241	K13201
TRIREDRAFT_74252	K03264
TRIREDRAFT_74258	K01890
TRIREDRAFT_74267	K20471
TRIREDRAFT_74278	K22124
TRIREDRAFT_74289	K16186
TRIREDRAFT_74318	K14293
TRIREDRAFT_74346	K02358
TRIREDRAFT_74356	K14835
TRIREDRAFT_74366	K14663
TRIREDRAFT_74374	K14566
TRIREDRAFT_74379	K09829
TRIREDRAFT_74381	K11675
TRIREDRAFT_74400	K03083
TRIREDRAFT_74409	K02931
TRIREDRAFT_74421	K15115
TRIREDRAFT_74442	K14863
TRIREDRAFT_74444	K03008
TRIREDRAFT_74449	K08956
TRIREDRAFT_74453	K00074
TRIREDRAFT_74476	K07019
TRIREDRAFT_74480	K14555
TRIREDRAFT_74486	K17787
TRIREDRAFT_74498	K03238
TRIREDRAFT_74502	K17819
TRIREDRAFT_74505	K07432
TRIREDRAFT_74517	K01288
TRIREDRAFT_74531	K12763
TRIREDRAFT_74559	K08343
TRIREDRAFT_74568	K02987
TRIREDRAFT_74570	K08869
TRIREDRAFT_74576	K09043
TRIREDRAFT_74622	K17677
TRIREDRAFT_74635	K03327
TRIREDRAFT_74682	K12605
TRIREDRAFT_74693	K18203
TRIREDRAFT_74701	K02355
TRIREDRAFT_74711	K00938
TRIREDRAFT_74725	K14454
TRIREDRAFT_74731	K11825
TRIREDRAFT_74771	K21989
TRIREDRAFT_74774	K03248
TRIREDRAFT_74804	K21767
TRIREDRAFT_74818	K14808
TRIREDRAFT_74848	K19839
TRIREDRAFT_74851	K14299
TRIREDRAFT_74854	K00507
TRIREDRAFT_74857	K17669
TRIREDRAFT_74861	K17606
TRIREDRAFT_74884	K04382
TRIREDRAFT_74892	K18158
TRIREDRAFT_74902	K05759
TRIREDRAFT_74907	K18664
TRIREDRAFT_74913	K00817
TRIREDRAFT_74943	K00586
TRIREDRAFT_74947	K05290
TRIREDRAFT_74962	K17970
TRIREDRAFT_74983	K00030
TRIREDRAFT_74989	K07117
TRIREDRAFT_75000	K01702
TRIREDRAFT_75001	K19932
TRIREDRAFT_75009	K10743
TRIREDRAFT_75012	K22698
TRIREDRAFT_75015	K07407
TRIREDRAFT_75024	K02154
TRIREDRAFT_75045	K22724
TRIREDRAFT_75056	K00876
TRIREDRAFT_75063	K02542
TRIREDRAFT_75069	K03504
TRIREDRAFT_75072	K15053
TRIREDRAFT_75074	K20305
TRIREDRAFT_75078	K13291
TRIREDRAFT_75079	K00948
TRIREDRAFT_75102	K12867
TRIREDRAFT_75116	K10246
TRIREDRAFT_75128	K06877
TRIREDRAFT_75139	K22381
TRIREDRAFT_75159	K13721
TRIREDRAFT_75175	K09478
TRIREDRAFT_75184	K12617
TRIREDRAFT_75189	K12397
TRIREDRAFT_75195	K11237
TRIREDRAFT_75200	K17981
TRIREDRAFT_75204	K24684
TRIREDRAFT_75205	K10838
TRIREDRAFT_75226	K00254
TRIREDRAFT_75230	K00059
TRIREDRAFT_75235	K17815
TRIREDRAFT_75258	K08597
TRIREDRAFT_75271	K06215
TRIREDRAFT_75280	K24350
TRIREDRAFT_75294	K00826
TRIREDRAFT_75295	K22337
TRIREDRAFT_75304	K08963
TRIREDRAFT_75311	K05857
TRIREDRAFT_75316	K11661
TRIREDRAFT_75324	K01881
TRIREDRAFT_75335	K14763
TRIREDRAFT_75336	K03846
TRIREDRAFT_75347	K01537
TRIREDRAFT_75368	K07513
TRIREDRAFT_75397	K20131
TRIREDRAFT_75409	K01530
TRIREDRAFT_75414	K00766
TRIREDRAFT_75421	K00728
TRIREDRAFT_75428	K11094
TRIREDRAFT_75430	K16261
TRIREDRAFT_75440	K13350
TRIREDRAFT_75444	K12178
TRIREDRAFT_75468	K05917
TRIREDRAFT_75472	K03132
TRIREDRAFT_75475	K03321
TRIREDRAFT_75506	K00602
TRIREDRAFT_75514	K15114
TRIREDRAFT_75518	K03515
TRIREDRAFT_75529	K01520
TRIREDRAFT_75534	K18738
TRIREDRAFT_75535	K12351
TRIREDRAFT_75547	K07936
TRIREDRAFT_75551	K00858
TRIREDRAFT_75564	K02868
TRIREDRAFT_75580	K27103
TRIREDRAFT_75589	K01641
TRIREDRAFT_75593	K13343
TRIREDRAFT_75603	K12385
TRIREDRAFT_75609	K02883
TRIREDRAFT_75620	K14649
TRIREDRAFT_75646	K11436
